,ratio,AvgGain,BattingAvg
ROKU,2.9899583273524035,1.1007100566913353,19.0
DHC,0.9566065494005271,0.6482343253109903,31.0
AKER,0.9319308312106838,0.7996874305336766,22.0
SBUX,1.1953991711946925,0.3156092417297285,21.0
RIGL,1.506462958357881,0.8565705800111518,18.0
MDLZ,1.1891024908348702,0.24589012729194382,29.0
HHT,0.2833594468878168,1.2136780795622637,18.0
BIDU,0.7663483231726953,0.35873384122323354,22.0
MTCH,1.2189840785036363,0.42486542490319557,19.0
QQQ,0.9829197679335928,0.20762011930908866,25.0
TCOM,1.1279104104151323,0.3152529519254028,22.0
PTON,1.9975492688793444,1.2419744657401677,21.0
AMRN,1.9272162867030906,1.196836042457463,25.0
SDC,0.981162928234878,0.7777640341167156,31.0
EXC,3.3621192564506512,1.0993046884717097,18.0
STAY,0.802598506203765,0.4187018774552403,30.0
PYPL,2.0884176394429392,0.538579097165277,18.0
HZNP,0.9841021192000039,0.4353801495851993,30.0
DOCU,1.5100849953064532,0.6339418385006212,27.0
SUNW,1.5823019512337448,2.9725742549575607,25.0
PHUN,1.1198422677819724,1.0877530953576704,22.0
MDRX,1.7089587431840556,0.9139770312233152,24.0
MNST,1.970119076615727,0.4522286624737738,31.0
RUN,1.8149594537327012,1.5111703490673558,25.0
ADTX,1.7525766771408853,1.6155462545097927,17.0
ROST,0.48764564794671533,0.3225728641606661,24.0
SLM,1.7732956688458628,0.8954134383385585,17.0
ACGL,2.1024872393639775,0.6399954609483535,24.0
CAKE,0.6713683162712277,0.6467669980057569,25.0
CSX,1.0117244863667783,0.42620765785149856,21.0
AGNC,0.8774376583443612,0.22129019446960774,26.0
ERIC,2.6423796763502634,0.564848708647479,21.0
CLSN,1.2129377056971873,1.2891664420302578,20.0
MIST,1.0108852707163594,0.6038705260900814,20.0
CAPR,0.9532003496163504,0.9248019881452225,20.0
GILD,0.7418647392330457,0.16704834286428338,28.0
VBIV,0.9953560910454289,0.7551516896860948,27.0
NVAX,0.35900957946485995,0.5282159129106377,30.0
NTAP,0.7268782913902773,0.3167582504135506,20.0
HMHC,1.081034230703582,0.9792465107476006,23.0
FLDM,1.0091469243256885,0.7121818450776343,33.0
MOMO,0.4080008405582785,0.24561625094972636,23.0
TLT,0.6500309293031689,0.0607176304917004,32.0
FCEL,1.0344517713097812,1.1478423512236418,24.0
GPRO,2.5374260007674945,2.71832373092763,15.0
IDEX,0.8871360196112783,1.1940175872045768,19.0
FAST,0.9793354259131487,0.2963228475158701,27.0
ATHX,1.645074975249842,0.6433543464993204,30.0
LYFT,0.5782170786436639,0.32518977739230337,25.0
POLA,0.5661067608238233,0.9558263715403921,22.0
MEIP,0.9343257298451811,0.5005620019740269,26.0
APHA,0.7174557260604434,0.9967226685892242,20.0
SONN,4.334103786217801,1.3358381650713158,17.0
ETFC,0.49673454919044635,0.2590980420977046,18.0
CLNE,1.0973958719827084,0.6710668623765977,22.0
VEON,2.088867388984531,1.7933532051406418,17.0
FANG,0.9811025107117356,0.6155955554198697,23.0
MGEN,1.08415463383711,1.1297260170136973,21.0
FOLD,1.6588171984252909,1.1712810201132913,9.0
XLNX,1.0349207775784262,0.2753606967651992,17.0
DISCA,0.9024170188520335,0.2957818746039538,31.0
TXMD,2.1752352564156925,1.3335994092654184,14.0
OTLK,2.61263201907016,2.4277958031372253,16.0
BND,0.7056030245021366,0.016392701570042266,36.0
ANGI,1.693489937118976,0.6203989815404185,32.0
NBL,0.6530201590422252,0.22925105664523138,28.0
AMZN,1.6018715869052556,0.5042803824063734,28.0
FITB,1.249186832946415,0.39774647602352525,24.0
ACWX,0.6123262200364784,0.1493537528772552,22.0
WKHS,0.8621394489235504,1.1391765019309659,30.0
FB,1.1888272375939366,0.37910440166841936,24.0
SFIX,1.149673216842814,0.8773036850495306,16.0
LTRPA,1.2986558902745764,1.3092430897816882,31.0
XEL,0.9370057319443083,0.3011241383345826,21.0
RRR,0.7698412386377789,0.4515721426455539,20.0
TMUS,1.6416401849839475,0.3406356906646973,22.0
TSLA,0.6115295882997501,0.4689769047585471,24.0
NVDA,1.033299202965468,0.33862575457262395,19.0
WDC,0.8285208175489612,0.40747008970637094,20.0
CREX,1.7308976309052084,1.2625608106661845,13.0
STNE,0.7857888116783455,0.42068148574888514,28.0
CBAY,0.6740542683998404,0.6267595912315327,26.0
TRIP,0.3583626939787433,0.3134833929351457,24.0
ALT,0.5967538510666952,0.5204819981364147,25.0
MRVL,0.845915849881465,0.2853607098353962,27.0
SMH,1.527662532316062,0.3549324333267359,19.0
LVGO,0.9609310850542169,0.3420628339613232,26.0
GAN,0.6279385578687002,0.4737891171377139,24.0
BLMN,0.442952992954872,0.43404296403150394,20.0
MBRX,1.0261290530576246,1.0837732745450483,16.0
SHV,1.4616307572530811,0.0038117323037134554,9.0
SQQQ,0.7815335258492723,0.628533633031749,23.0
RPRX,1.0076235622285135,0.6100939231797812,23.0
MCHI,2.020778929878356,0.4090051186131724,18.0
VISL,1.4404097162284402,0.9828664308901734,20.0
ADI,1.5725047740349207,0.4057676902246158,20.0
URBN,0.6929197240485742,0.4943941278786128,23.0
JAMF,1.0112567365258975,0.5502919208231838,24.0
TGTX,2.728207625185337,1.4310739166683195,26.0
AIKI,2.435405903220204,2.857117412319038,16.0
AAPL,1.1885502401771646,0.31854440520251387,18.0
MLCO,0.5661603416924724,0.3797672531213531,27.0
WBA,0.6838070574808668,0.29503824308961957,25.0
SRNE,0.851554027064388,0.8880915062895518,28.0
NWSA,0.48652019750708014,0.31305740586968445,28.0
LBTYK,0.4628023871026758,0.24160250737011196,23.0
GPOR,0.7735480864958161,1.7347031610048824,31.0
IRWD,1.0423346329908325,0.49883223673132165,25.0
YRCW,0.8900160930964289,0.8962250771121535,23.0
APA,1.1939811059348415,0.7233766441534326,28.0
MYOS,1.912292629716129,1.037409799060139,10.0
VOD,1.9975955350048753,0.595293341192199,23.0
NBEV,2.084185382807281,1.6843723354223386,16.0
UPWK,0.8144559043333497,0.42683647463101076,25.0
NERV,0.8587162535645196,0.618925546927242,24.0
CZR,0.8255876487165266,0.4755439194539123,33.0
WEN,1.709875846365569,0.4490287478187424,23.0
MGNI,2.1988522654111815,1.4867283961500053,18.0
CRWD,1.5255608948655004,0.7917736283003141,26.0
DLTR,0.7301684843416691,0.4106489907641909,17.0
MSFT,2.626436245840275,0.5295684355180115,27.0
FISV,0.6888631092087161,0.22302564563349786,30.0
GOCO,1.0564648134731882,0.6843747753326194,28.0
IAC,0.5848588793211595,0.2656253010424274,29.0
PFF,0.8017193043154361,0.0803851918079201,26.0
XSPA,1.7710220208988072,1.5043435830236302,16.0
SAVA,0.7809942620350677,0.8001009053897911,24.0
KHC,0.9363094802235514,0.2812589819688131,22.0
BYFC,1.3646593100507212,0.8029609090340863,17.0
AMAT,1.2466091529797911,0.4331360773861116,27.0
BNTX,1.7913371407357725,2.0649129023743877,18.0
INTC,0.26661726962257626,0.19152144255441908,25.0
HTHT,0.8547320598750928,0.4895547213793244,20.0
VLY,2.144546012018421,0.8514350262397491,23.0
NAVI,0.9137496172847337,0.5782576400179009,22.0
JD,1.5346935065547738,0.4758057618871109,29.0
SOLO,0.8230954513316158,0.6995007786549324,23.0
GNMK,0.5983147237797483,0.8534191827721818,20.0
OSTK,0.7019104207489796,0.5878903557277336,23.0
MAT,0.8565169027203434,0.5232135000079735,20.0
ONTX,1.9319258181061736,4.6638319977123786,7.0
EMB,2.8380287016162504,0.11234995024788388,31.0
EA,0.8034603175179545,0.17880588786952886,23.0
BCRX,1.2803289478184319,0.8638688296690787,21.0
SINT,1.541971947390766,1.093576776850318,23.0
AMTD,1.004880502510825,0.5469352629423978,18.0
INSG,0.5700860162297721,0.3297321441265209,30.0
IQ,0.8231551372509464,0.3914492973124606,20.0
LPCN,2.099923091905336,1.2927419518472179,20.0
UONEK,1.834810533373065,2.4473657382055913,13.0
GERN,4.105473477620077,1.4570716114569953,30.0
PDD,1.9498940616469824,0.7053339175454829,25.0
FLEX,1.6054293565059037,0.5917554768103646,17.0
BIGC,-inf,0,0
CLSK,1.7078932724010785,1.3257980603102193,26.0
ATVI,0.6204647678774389,0.21069195628176107,26.0
OGI,1.0853550070093612,1.2651101098223352,16.0
NWL,0.7879153626411309,0.3080935366565424,23.0
BBBY,2.1183433626767254,1.3081307948603889,23.0
SIRI,2.226784666457557,0.6322817741856536,16.0
DKNG,0.6714965516381309,0.8130380656633102,21.0
MNKD,1.0350730792956344,0.7194655650536099,21.0
MCHP,1.5194326664975752,0.3009047484252899,24.0
CNDT,2.0569069705272853,1.0573948158195745,30.0
TXN,1.766210600971991,0.42993021482872523,18.0
KNDI,1.2649653453330918,1.108357797351346,22.0
ADP,2.2321361812568363,0.8277739541889773,19.0
CETX,1.614318562848769,1.643193759746576,17.0
MARK,2.0998986501855477,1.1969576919567453,13.0
GNPX,1.2466267169938698,0.72205967617554,22.0
VCIT,1.1298392215052284,0.03172075459856177,27.0
PLUG,2.058925772631556,2.1468587205911236,20.0
CSCO,0.7646592976849549,0.21465631600900634,21.0
UNIT,1.0033936191962598,0.992496628851048,27.0
CERN,1.0528907119474857,0.2930304016359283,22.0
INO,0.6477900523439092,0.6982894513272438,32.0
AAL,0.3377978301059774,0.24179365703684683,23.0
ACWI,1.5748499407580978,0.23449481639268147,20.0
XERS,1.9083998602512227,1.3233772404560737,24.0
IMMU,4.64765042014123,0.19052807476516276,13.0
MYL,0.9230386441365411,0.29340789459633004,30.0
TIGR,0.8989475028206028,0.6180648425179357,27.0
CIDM,1.6870585325061205,1.6351225575716606,22.0
VXUS,0.4469954031844827,0.13308930155061294,22.0
NKLA,1.022139721035517,1.8360386398598607,30.0
PDBC,1.021082627703732,0.15534852870532725,18.0
SPWR,2.1080654355029322,2.1166752213486673,18.0
OPK,3.11131802632225,2.3590320356608787,20.0
JBLU,0.5648607981293895,0.3485130631950855,25.0
PEIX,0.8779823249298329,1.231716327721669,24.0
SONO,0.7964067405913212,0.43679129811589934,21.0
HCACW,-inf,0,0
CRON,1.4762799039638816,0.7137566606980442,24.0
EXPE,0.9232581574170341,0.5848131320898396,21.0
CAN,1.8019180833767485,1.1302822583580565,18.0
TELL,0.8789932925956059,1.4927972904998947,25.0
CJJD,1.2645328781324636,1.0752427431799776,14.0
BLU,1.7828542802017946,1.0170799509059285,23.0
TTWO,0.6873089322353602,0.20899641598103721,30.0
ZNGA,2.103397883236879,0.5464479717874084,26.0
BOXL,1.7466882283352845,1.6986569452405855,26.0
WIMI,1.2674098032642573,1.018574050733422,31.0
DISCK,1.34571099853117,0.4300505927541091,30.0
IGSB,1.763893683358767,0.03257789731169106,13.0
VIAV,1.9805732605492783,0.6746955375988682,27.0
UMRX,1.5141955356047136,1.2077656581263272,14.0
PAYX,0.980251162119946,0.283626939483248,22.0
ENPH,1.7130099026928698,1.1474755173326758,22.0
SFET,2.341904852805686,1.9028325320114752,14.0
BLNK,0.6015945911909714,1.212093136874996,15.0
CTSH,1.371932400289527,0.3152874690839404,24.0
AMGN,1.30482374518863,0.27285523689361035,26.0
PENN,0.7159734176598811,0.47973071321278143,26.0
CVAC,-inf,0,0
VCSH,3.169682310173609,0.02762979229359925,18.0
TRVN,1.5810095562511628,1.2223611377468244,21.0
ADMP,1.1871395929084834,2.460925494701657,18.0
TQQQ,1.0376760530460216,0.6321303325917086,26.0
SWKS,1.6711253343018104,0.4827377134900566,31.0
CAR,1.5530648324643521,1.6404727086784063,16.0
TNXP,0.41600704216013334,0.6205617086128308,18.0
ZS,1.398678937699206,0.5090795681125518,18.0
MGI,2.1444041683850203,1.9356711070386028,21.0
HOLX,1.0057173770797907,0.3775709259589324,23.0
IBM,0.43002537938173874,0.20733726298201768,25.0
T,0.8996696635011979,0.21116254471498813,29.0
DAL,0.7848096634785346,0.3624033802127613,25.0
J&J,-inf,0,0
GE,1.5760829014122115,0.5175279342634983,22.0
NIO,1.8340251359509616,1.2649647807341111,19.0
JKS,4.640467579989124,4.854071695253294,15.0
