,ratio,AvgGain,BattingAvg
AKER,0.41104207994667397,2.2461958027207047,8.0
SBUX,2.5405416281972353,1.5737803073337127,8.0
RIGL,0.9968202345292095,1.6079041573656292,8.0
MDLZ,1.4820872790384847,2.3512270927234034,10.0
HHT,0.331522068525053,3.2628790192035537,6.0
BIDU,1.513829440262756,1.1444842920132259,15.0
MTCH,2.0070047369039905,2.1781074001944494,7.0
QQQ,1.9008240641764584,3.023977622161139,8.0
TCOM,2.899809494120034,4.962545700283393,8.0
PTON,0.5389654143433287,3.9204865302881675,4.0
AMRN,1.3809384363949286,3.4781901660818715,5.0
SDC,2.380960256224262,5.87746177735316,7.0
EXC,0.9612517438856777,1.9636492748188235,5.0
STAY,0.6526206756611296,1.1364971186289392,11.0
PYPL,1.3667199059210975,2.84650639555795,6.0
HZNP,0.8946350856310785,1.7053381861654577,9.0
DOCU,1.342737491506263,3.1751237434845465,8.0
SUNW,11.13524846115071,28.477494908176475,8.0
PHUN,0.731739459227945,3.690177071814812,7.0
MDRX,0.6354021437518885,1.0980397661184638,8.0
MNST,2.006399818966306,2.3475435188592852,8.0
RUN,2.017027678292433,7.623085557551096,11.0
ADTX,1.043635287522788,1.6903979879275364,13.0
ROST,1.2006906653883358,2.2435676422043382,7.0
SLM,1.8200332898002076,2.1495149859608476,11.0
ACGL,1.4546744342060378,1.9859704706582086,5.0
CAKE,0.8151100030654161,2.0634159408321526,9.0
CSX,0.691083544451145,1.2010853397253576,5.0
AGNC,0.6512564546748779,0.5527849857747742,12.0
ERIC,2.427627000126083,2.0040303618742703,9.0
CLSN,0.7064290354855126,1.6434123998178762,11.0
MIST,0.3756896649810288,1.5307556143375678,10.0
CAPR,0.5655243209453313,1.0202795559696165,13.0
GILD,0.9608792148550456,0.9998059108428659,12.0
VBIV,0.6295968800124957,1.3710888424385088,14.0
NVAX,0.628996276799455,3.0338048441865215,11.0
NTAP,2.119684452991375,2.9067025606604284,6.0
HMHC,1.2058607794850151,4.442354091154661,8.0
FLDM,2.7680129692697526,9.617837941970294,8.0
MOMO,1.3320994138798146,2.012186393311837,14.0
TLT,2.0411807128234796,1.243556254453167,8.0
FCEL,1.4766134854616395,7.431114878816376,12.0
GPRO,3.444071765476563,6.527893860936495,9.0
IDEX,0.5292578480845336,1.5013067804324665,7.0
FAST,0.42470791701535376,0.9808094447553375,4.0
ATHX,0.7304650567947857,1.1480650577095879,14.0
LYFT,0.5227068459394713,1.7960689832625332,8.0
POLA,4.623957451617997,14.817720754043817,8.0
MEIP,0.7736533253861688,2.4344371358477708,14.0
APHA,2.186679864882427,4.075743230558117,11.0
SONN,0.8380667578573607,1.860217130787571,11.0
ETFC,0.6875678416708543,1.0430539096188185,9.0
CLNE,0.5485543514262764,1.096267640376167,14.0
VEON,0.8165654637023217,1.0769608443615242,9.0
FANG,1.0687893982869874,3.8047914358642814,10.0
MGEN,0.302633341949486,1.7724875366274984,6.0
FOLD,17.679825933259252,4.787307218207715,4.0
XLNX,4.264926816443366,5.073096790742815,7.0
DISCA,0.71631161562307,2.148810600236421,7.0
TXMD,1.2025961636317244,1.7497835153235735,13.0
OTLK,1.4817657539030458,2.4279256702108136,9.0
BND,0.6301405160400881,0.057611981574076654,10.0
ANGI,2.0062163815768472,4.385023789637155,11.0
NBL,0.4363830121086601,0.7620344149850947,10.0
AMZN,3.056770783540251,3.8561515889643787,8.0
FITB,1.5395277982790072,2.644135079880816,7.0
ACWX,1.6115952706787051,1.0821721138062523,9.0
WKHS,0.6950896729642876,4.549967057356158,11.0
FB,1.6323229692783963,3.4971946860146064,8.0
SFIX,3.740408528011548,5.008287367417272,8.0
LTRPA,1.0926814043961173,2.2618620735653794,14.0
XEL,2.374236248353365,1.6089487485210885,10.0
RRR,1.181749725800707,1.94002928035302,8.0
TMUS,2.5148447746407725,2.0164058404888627,10.0
TSLA,0.9623418826177078,2.7917565021261375,9.0
NVDA,1.641344999616959,2.9034329189885018,8.0
WDC,1.8466196712371072,2.8598264083216303,8.0
CREX,0.689575888126381,1.909113480247457,9.0
STNE,1.8902888067417178,3.678996685602243,8.0
CBAY,1.2053466406182747,2.939110787173125,6.0
TRIP,1.437320670219443,1.6017858400400966,11.0
ALT,1.0472174569037522,4.640435418563668,10.0
MRVL,0.689644514200754,1.7348531188566683,8.0
SMH,3.5717995271434315,3.5688127163310104,9.0
LVGO,1.7599875102944385,1.5962270141479376,8.0
GAN,1.2742889837792628,3.714923827799061,10.0
BLMN,0.7079932245510144,2.4359382753849634,9.0
MBRX,0.4241804522319182,1.7816896457737144,10.0
SHV,1.0081869642133512,0.0027531372281730526,5.0
SQQQ,0.3791129873244389,2.231834871881263,8.0
RPRX,1.8004460258144936,2.599313147371146,11.0
MCHI,4.992424686589496,3.3787374523391946,7.0
VISL,0.9264645910962214,2.896527081026597,13.0
ADI,2.399238633473971,2.1237085833356963,6.0
URBN,1.214908535632663,2.642675818654881,8.0
JAMF,0.38098424310435935,1.4762599731197956,6.0
TGTX,3.0865824085792175,7.560673880954166,11.0
AIKI,1.3710955861878815,2.2711901830598964,9.0
AAPL,2.0853013145566397,2.8336617756547664,9.0
MLCO,0.8552343848800131,2.2753516649594197,7.0
WBA,1.0449239033483781,2.3740723353744997,6.0
SRNE,1.0973432286419935,4.728588095952909,9.0
NWSA,0.3251770773448168,0.5723868655595191,12.0
LBTYK,0.6091632592613194,2.0241638984798636,5.0
GPOR,0.5032122462507759,3.7126795274317663,7.0
IRWD,0.8100034705335479,2.19446361301424,7.0
YRCW,2.3593824642532857,4.456016329226729,11.0
APA,0.48507265485032214,2.4457201786326213,10.0
MYOS,0.7500003617199071,2.6777507479505727,7.0
VOD,1.0619543705361738,0.9858497258270887,8.0
NBEV,1.1911750002112065,3.718118310736218,6.0
UPWK,1.5525043454951948,3.1265818583445792,7.0
NERV,0.7154108426164896,1.775653141979723,16.0
CZR,0.6988852123530144,1.2602327295545779,9.0
WEN,2.3642317833101045,2.160837719974621,7.0
MGNI,1.9866236104817043,5.200736613225033,8.0
CRWD,0.9623443828993193,2.051905951533476,10.0
DLTR,2.248702930746828,2.055799237353164,8.0
MSFT,2.200152517799473,2.6736071952114067,9.0
FISV,0.9718362987044652,1.8904175221226804,9.0
GOCO,1.3017468681664006,4.140157839445629,9.0
IAC,1.4586813566693397,2.227699623464802,10.0
PFF,0.7051289245314335,0.4581182601882394,7.0
XSPA,1.5185685836503988,4.378888483231482,15.0
SAVA,2.2808601992275097,7.360161563134836,8.0
KHC,1.1180153066040923,1.665053260205455,8.0
BYFC,1.2791470385198536,3.1792006213698607,10.0
AMAT,1.3474846080551877,2.5347151668941157,6.0
BNTX,3.2432129586796012,13.517846651606053,7.0
INTC,0.9689849839544925,2.4606677752383144,8.0
HTHT,0.5684196908626397,2.2498228648331384,4.0
VLY,1.7475784254160864,2.19662447601704,7.0
NAVI,1.1938737307788998,2.8685011691919087,8.0
JD,1.7129620738463494,2.6979775250185756,7.0
SOLO,0.9876184127596601,2.25517745533804,12.0
GNMK,0.670709532587161,2.4364302184638564,10.0
OSTK,0.6787732731713795,1.9718931443580732,12.0
MAT,1.8224445399863107,2.1839346510211137,11.0
ONTX,0.7152454915915208,2.8620520070657074,10.0
EMB,1.9358758280293826,0.6321398088492802,6.0
EA,0.9314376420013349,1.4470088996029087,11.0
BCRX,0.7656044352602726,2.157327928946322,8.0
SINT,1.2904840837820373,3.6051364037831646,12.0
AMTD,1.7651233682972622,2.566928344627035,5.0
INSG,0.3762555023737913,0.7122851193128055,16.0
IQ,1.697913807474878,3.23838791051565,10.0
LPCN,1.1873589441739814,1.2349527908893354,18.0
UONEK,0.9860967227540764,3.2922659310690863,12.0
GERN,1.1183873556377537,1.883881309780571,13.0
PDD,2.5973654756199824,5.298467373234539,5.0
FLEX,1.732220449599268,3.955121208770312,5.0
BIGC,1.1370977408506984,3.323327349143016,6.0
CLSK,1.1453352595135817,5.007502963426606,11.0
ATVI,1.0556615191689496,1.2048578757163104,9.0
OGI,1.0340880908150252,2.0204862324048674,18.0
NWL,0.783097093110621,1.23205048410244,8.0
BBBY,3.784172572556481,11.138921336707318,6.0
SIRI,1.5152796835878202,1.551154026762458,10.0
DKNG,1.2600465149364024,4.413718883008152,8.0
MNKD,0.667920896407354,1.360772460687327,16.0
MCHP,1.9338948766140402,3.796488098462664,7.0
CNDT,1.0224518679393633,1.625628994325891,9.0
TXN,2.5221569546592773,3.838322894028693,7.0
KNDI,2.0463579168648014,4.810425361668099,11.0
ADP,5.052090111323487,4.348505203317949,6.0
CETX,1.0605969930807206,2.622961358300009,14.0
MARK,0.5982413549177714,2.0168298748630273,16.0
GNPX,0.6002434547235587,2.749366149143949,9.0
VCIT,0.9664405383458536,0.1404937832708164,9.0
PLUG,4.7307593192681585,19.344714348367567,11.0
CSCO,1.9094673289620492,2.3177792917625117,12.0
UNIT,0.9802045813329654,1.5145471160202817,8.0
CERN,1.8861474950382784,1.5130047824931472,11.0
INO,0.3163525842153667,1.4858316860842655,12.0
AAL,0.7300440364781786,1.6907530159596453,8.0
ACWI,1.713133364406402,1.5979118013120408,8.0
XERS,0.47505070281206335,1.4943534411333759,14.0
IMMU,3.04850968046389,0.2778523912343375,10.0
MYL,0.9738110484643678,2.051517044013148,11.0
TIGR,0.6468829988249477,1.208466484949235,14.0
CIDM,0.27366394965709323,1.567297755068975,7.0
VXUS,1.8142278005331867,1.4804618238648093,8.0
NKLA,1.2884135871268236,9.620381838645136,12.0
PDBC,0.38009003663087815,0.24923677310253264,13.0
SPWR,4.976217346538943,10.629633770577694,8.0
OPK,1.2157300358490082,4.657992765936134,11.0
JBLU,0.9852999189488266,2.511805813205359,11.0
PEIX,0.8124281934028658,5.717116488510691,9.0
SONO,1.9209620962435983,4.876711460929233,9.0
HCACW,-inf,0,0
CRON,2.931245795001837,4.366173450378672,11.0
EXPE,0.7998762150841828,2.197503489292057,3.0
CAN,1.1198389361676,1.8018455439342291,11.0
TELL,1.0011019688600715,2.5040500910011665,9.0
CJJD,1.1343846433527318,1.9283943829344978,8.0
BLU,0.5105092670813738,0.978948834534634,13.0
TTWO,0.9499166860233491,1.4862830810966734,13.0
ZNGA,1.0329626711962432,1.3266900421918864,9.0
BOXL,0.7456104504000426,3.207841113295211,12.0
WIMI,2.5179736236470482,2.9169180895750375,8.0
DISCK,0.5187936569513336,1.6756958480276696,6.0
IGSB,0.7994640310159356,0.023496929658186356,5.0
VIAV,1.0455153188775965,1.47933271748414,10.0
UMRX,0.5847345658692749,3.7385084396735757,5.0
PAYX,2.3571091977379406,1.7438741184176922,9.0
ENPH,1.8140445730566288,11.790044185851052,5.0
SFET,0.6721744707646311,1.8931499058672792,13.0
BLNK,2.55828175373375,5.8548292393507415,9.0
CTSH,1.3400718379751473,1.7730671905114643,10.0
AMGN,0.6352029495625418,1.0562005237661005,9.0
PENN,0.6914090644835772,1.9956391088854941,12.0
CVAC,-inf,0,0
VCSH,0.6886096657240987,0.01992943949487868,10.0
TRVN,1.0124033542778963,2.523585734672034,12.0
ADMP,1.994173731413302,3.7841452638470865,11.0
TQQQ,1.8546854158737345,9.19169137841841,8.0
SWKS,3.303640437599914,3.2285171513376842,9.0
CAR,9.009711552511616,18.949278471370924,8.0
TNXP,0.38195210931042867,1.6616333205442781,8.0
ZS,1.1759407308980772,1.7165821550892968,5.0
MGI,1.8914356727462645,5.289224546694601,7.0
HOLX,3.3856780367843755,2.1832888695316934,7.0
IBM,1.3271263532293758,1.7807867081379232,5.0
T,0.7386720183835959,0.8184513228590199,8.0
DAL,0.8306351326428925,1.6544440420179884,7.0
J&J,-inf,0,0
GE,1.5173499816765976,2.259092716628295,10.0
NIO,3.1524656772226765,6.551471243598937,6.0
JKS,4.10271483102587,20.99343164092422,5.0
