,ratio,AvgGain,BattingAvg
WTRH,1.2085360609925921,4.795216142628466,14.0
ARPO,2.5028212040827738,2.672883176713632,7.0
NYMT,1.4365420883823807,1.3183853793120746,9.0
DFFN,1.207339038703635,2.263870965072529,9.0
KC,0.8934686017226259,1.5560968101031292,9.0
XRAY,0.7126053393676354,1.8694691562160832,9.0
UAL,0.5552651389065633,1.43875528238932,9.0
PAAS,0.4496441994480825,1.0031056162308971,11.0
MU,0.8268691838655442,1.0417703911611402,7.0
CMCSA,0.6523900903094156,0.8091477549215523,10.0
SHY,0.31063218351252336,0.016807714061486824,3.0
GLUU,0.7004882738702689,1.5191964751885487,10.0
FOXA,0.42230904351452936,0.9159838259316767,10.0
WATT,0.5534687039216197,1.926758977740934,13.0
MTP,3.1447780497993234,4.441338469306691,4.0
SFM,0.33835277592840785,0.6150980058655923,11.0
ON,1.586504581976021,1.9003976462902252,8.0
CLVS,0.39226749419437607,0.9737700285150364,14.0
SGMO,0.7063696485312879,1.582817611443585,8.0
PLAY,0.5780648753223739,2.0164528122230645,9.0
HBAN,0.6961592911272096,1.3391369457627231,8.0
ROKU,0.4918627995608984,1.4829113280934805,7.0
DHC,0.7094455664295318,2.5819493636638424,9.0
AKER,0.6348855843849136,2.684656641813996,9.0
SBUX,0.9619729656530152,1.0495990237062087,9.0
RIGL,1.90914485019802,1.9818127321118466,8.0
MDLZ,0.46122155737232656,0.5928419415505001,11.0
HHT,3.0243066343330534,4.751758899737437,5.0
BIDU,1.048173714744349,0.9422225250164693,10.0
MTCH,0.6852466735828063,1.0704716799830463,12.0
QQQ,0.6676548725271785,0.7308599737565258,10.0
TCOM,0.5169346167620228,1.117853275778239,11.0
PTON,0.3135701915552849,1.7448052652824284,7.0
AMRN,0.6300557883454623,1.5286828978388494,13.0
SDC,1.1152423912005076,3.1024689224910444,12.0
EXC,0.8125325263722972,0.8537527004195921,8.0
STAY,1.0598000428401166,1.4430919748033213,10.0
PYPL,0.5124399468296482,1.1975047826700587,9.0
HZNP,0.48775840126358666,1.0032572242907196,13.0
DOCU,0.5338261676521956,1.5047693838397036,11.0
SUNW,1.631907952991705,5.293720612340179,9.0
PHUN,1.3078292950589887,3.1181536536433496,8.0
MDRX,0.8516915186964767,2.258560973380043,8.0
MNST,0.6669124466428034,0.815458795185672,9.0
RUN,0.4004263945910237,1.6026607167215075,11.0
ADTX,1.456824235834266,2.150591428605584,8.0
ROST,0.8537514104513775,0.9462625611846506,11.0
SLM,2.3390906629553796,1.4942800501850906,7.0
ACGL,0.973957108772634,1.4364819503319592,11.0
CAKE,0.7692426579246419,2.516334677065091,9.0
CSX,1.4300440714829394,0.9456637079380463,6.0
AGNC,1.0603733245564588,0.49721304327167526,11.0
ERIC,0.7352312566822574,1.1827583121010752,9.0
CLSN,1.6304439058828541,3.014770192913203,9.0
MIST,1.121434368265264,1.917494499927722,7.0
CAPR,0.7395191309837733,1.757233114920894,8.0
GILD,0.6157077945253817,0.5391645442231545,16.0
VBIV,0.7226333419058399,1.7208337853985056,12.0
NVAX,0.35318337772205666,1.9822333066913957,11.0
NTAP,0.4446466661430826,0.7865927975735872,9.0
HMHC,0.4790581441795026,2.7282207000572734,10.0
FLDM,0.3922872964978328,1.900841482373704,11.0
MOMO,1.727097636941262,1.3212267225527285,15.0
TLT,0.752899101914769,0.5311575703567706,11.0
FCEL,1.2593355360259615,3.2137365366187125,10.0
GPRO,0.892687462829,2.4863963821654695,10.0
IDEX,1.6894627950038001,2.523815101333495,13.0
FAST,0.5141421562194866,0.7425857157970928,9.0
ATHX,0.5388779740831511,1.7923779607372363,10.0
LYFT,1.2240875760487222,3.16251004434934,11.0
POLA,1.3014501278284374,4.526457001453029,13.0
MEIP,0.670846757786897,1.6945415214522084,12.0
APHA,0.6795922435086112,2.8137037840073185,8.0
SONN,0.804459667351689,1.4236947339572896,9.0
ETFC,1.8119014664864044,1.7119236103803503,9.0
CLNE,0.4383282958497035,1.0218079085939797,7.0
VEON,1.0893928239615744,1.2386477951252046,7.0
FANG,1.025991766875574,3.6061548556208045,9.0
MGEN,1.2519880877883423,4.992902795440196,5.0
FOLD,1.1817648772224778,1.6894322545977338,8.0
XLNX,1.0091039142920961,2.1757687883178534,9.0
DISCA,0.5292679288546608,1.1758101187842456,11.0
TXMD,1.2692980042575475,2.523721759373306,14.0
OTLK,1.3760652314161783,3.3227091764062906,5.0
BND,0.6652766625144622,0.09990172132224047,10.0
ANGI,0.2898488146381065,0.9799782950778742,10.0
NBL,0.5943095968117851,0.7653732642977445,8.0
AMZN,0.4028739976762776,0.7849356177336683,12.0
FITB,0.8208661219460768,1.0557347767811176,11.0
ACWX,0.807747646284547,0.4087778485019234,9.0
WKHS,0.4576503972221287,2.3784813475516295,11.0
FB,0.9615445168312203,1.6650233730208266,14.0
SFIX,0.861141594598558,2.054873180045235,6.0
LTRPA,1.2244360231453886,1.9936864401981673,8.0
XEL,0.7822628779423916,0.9428735885125368,9.0
RRR,0.596536574427861,1.747118303520149,6.0
TMUS,1.3218771255456754,1.3225296303417025,11.0
TSLA,0.29075027926475483,1.0514321293866054,7.0
NVDA,0.4168298113712966,0.8899961057843571,10.0
WDC,0.7338744015605636,0.8771155882228705,12.0
CREX,1.304184127636706,3.5509968824539397,3.0
STNE,0.9410878260877975,1.361040880108765,10.0
CBAY,0.7891450262945814,1.799123241372421,9.0
TRIP,1.8570688654202394,3.16749291336631,11.0
ALT,0.6055262097874631,2.8354690812365777,13.0
MRVL,0.9640854258185629,1.6618915914539374,8.0
SMH,0.7569082680380004,0.7756198220132594,9.0
LVGO,3.598144407385651,1.2430781073787602,6.0
GAN,0.5442303891367204,1.1976088445391806,10.0
BLMN,1.152815197485316,2.7633800182826533,11.0
MBRX,2.31161143114399,2.265313845306818,8.0
SHV,-inf,0.010512257292390656,2.0
SQQQ,0.5266185631251716,1.9201508697783,12.0
RPRX,0.6584842225594779,1.2803285082063285,11.0
MCHI,0.4787835121656155,0.5444340397148684,8.0
VISL,0.6233869899973757,2.381386806231286,9.0
ADI,0.6738225031361041,0.7462474685073089,10.0
URBN,0.998153386812593,2.3514974447464048,7.0
JAMF,0.5227111852945818,1.0994499441297212,8.0
TGTX,0.6669479875238968,1.6985040802172842,9.0
AIKI,0.6851437688047959,2.4681174458309467,4.0
AAPL,0.40720633838300946,0.6902631494531226,8.0
MLCO,0.3650452508081663,1.4116054861018412,7.0
WBA,0.7571752537206653,1.394114314478488,11.0
SRNE,0.30707947945726005,1.365911227389789,12.0
NWSA,1.0346192426659115,1.6138112718983928,9.0
LBTYK,0.3771522166089845,1.0065717106673742,7.0
GPOR,0.28127913536064875,4.4100005363134,10.0
IRWD,0.2464301746213733,0.9994743672637455,6.0
YRCW,0.9241474879831598,1.9641175044528087,10.0
APA,1.251530380800216,3.0581441352896492,9.0
MYOS,1.1192222798248335,4.001764375279937,5.0
VOD,1.0110317081337008,0.9376619903631043,9.0
NBEV,0.5838458019116809,2.1699722760742812,7.0
UPWK,2.587872488267099,3.5375761489447632,7.0
NERV,0.7851165027490854,1.7844361068089776,8.0
CZR,0.66349226943361,1.8211296427750392,10.0
WEN,1.1626625504209145,1.0031729053350602,12.0
MGNI,0.9775886339935191,2.0267541923511874,11.0
CRWD,0.42142395331027876,1.2546984833855674,10.0
DLTR,0.4616080557067673,0.5597619654861469,10.0
MSFT,0.5772758734803525,0.702868623509334,10.0
FISV,0.6254363034577286,0.8457349988226633,10.0
GOCO,0.5153053090860622,2.224010555381345,13.0
IAC,1.1438801042483144,1.18512793656371,11.0
PFF,0.8557249387554791,0.22776650625513234,10.0
XSPA,0.8862042789502292,2.1855276957807046,11.0
SAVA,0.8671985577618156,2.5001401478705616,14.0
KHC,0.8063019221942332,0.883195605619022,11.0
BYFC,1.181408697153837,2.872485020216976,8.0
AMAT,0.5463113369639002,0.9697841719372814,7.0
BNTX,1.1562322656985313,3.2558747985898275,9.0
INTC,0.32324510504108306,0.6670455168167713,11.0
HTHT,0.2275963292818324,0.7958307103655836,8.0
VLY,1.6508220970729615,1.412472911265319,7.0
NAVI,0.9348333520088704,1.7914240958713559,10.0
JD,0.42213778214008424,1.1945840722522736,6.0
SOLO,1.2012038411628216,2.6996943222089906,9.0
GNMK,0.7373402673159628,2.008571521790498,10.0
OSTK,0.8536492965227351,2.0176528968366503,11.0
MAT,0.9171921280050067,0.7913567167880277,13.0
ONTX,0.9602937164451877,1.7848609433780098,10.0
EMB,0.7353765564274989,0.1698357675931675,7.0
EA,0.4005739422583253,0.623854063410928,10.0
BCRX,0.33574369106165153,1.6558486725165829,4.0
SINT,1.0124832258306786,1.559296985807705,9.0
AMTD,0.9389098082965498,1.3232252179036357,4.0
INSG,0.6972993086431765,0.8965418424413786,15.0
IQ,0.8616378653246507,1.2900247517283567,9.0
LPCN,1.1141803036243478,1.8984350419809948,9.0
UONEK,1.0482007930312693,4.288733142372681,8.0
GERN,2.053083693102108,2.0080027937213036,14.0
PDD,0.8656257232060349,2.901582679112996,6.0
FLEX,0.7704854490808082,1.1891652987451795,10.0
BIGC,0.4639366730604565,1.8939937956953514,10.0
CLSK,0.5045053719052163,2.235923649591223,15.0
ATVI,1.0307377665912614,1.0942549227690606,13.0
OGI,0.3338517917763867,2.678381795165561,6.0
NWL,1.0639988837976153,1.3355010370801674,9.0
BBBY,0.386723168112296,1.525133966428711,6.0
SIRI,2.107554407068243,1.2008886392323903,8.0
DKNG,0.35200184761301506,1.8258406323947562,8.0
MNKD,1.0005558932290213,1.792577300076645,8.0
MCHP,0.7880876786268493,1.2718613018086227,9.0
CNDT,0.9395815351786541,1.9742725201488978,8.0
TXN,0.5406641249945459,0.8448463963555343,8.0
KNDI,0.6579327016198079,2.2324035145005126,9.0
ADP,0.7348684314465761,0.825990166757562,6.0
CETX,1.204023369013997,2.9244989610411634,9.0
MARK,1.083949620718797,3.4352045375035694,6.0
GNPX,0.43511633218476425,1.6626244376237562,9.0
VCIT,0.8736716844375628,0.11114792704032632,13.0
PLUG,1.0841534542601883,3.229457815679602,9.0
CSCO,0.703066890344654,0.9185181684366335,9.0
UNIT,0.4070534422741612,0.7648870200443474,10.0
CERN,0.7472593413754038,0.7052914315769421,10.0
INO,0.7773360364723365,2.170231152698256,14.0
AAL,0.4237675307862723,1.3553355158463964,10.0
ACWI,1.250604567681475,0.6591022337142546,12.0
XERS,0.6391086757971837,2.7501935141984575,10.0
IMMU,0.7636914439976691,0.09857948487246082,3.0
MYL,0.6772448223997839,1.490896264319249,8.0
TIGR,1.227546698678799,1.9697506983888764,10.0
CIDM,0.6200013952961962,2.2790492114198817,6.0
VXUS,0.3720351409006839,0.374312317187701,7.0
NKLA,0.5120902987237379,2.082340743625064,10.0
PDBC,0.6089183780726254,0.48851869821464794,8.0
SPWR,1.0703704858503589,2.5587065368191317,11.0
OPK,0.45684087218908415,1.862762018845019,10.0
JBLU,0.36539884656561333,1.6479243074825218,7.0
PEIX,0.49362506625136693,2.5391358663755814,13.0
SONO,0.5126001425167974,1.0877125938223164,9.0
HCACW,-inf,0,0
CRON,0.9795721529342966,1.9360558702402542,10.0
EXPE,0.49988489329450086,1.5848599258627543,7.0
CAN,1.4506420269467328,2.520495682280588,8.0
TELL,0.8208316355694316,2.7921083080465134,6.0
CJJD,0.6885249124247582,2.7663349414152694,7.0
BLU,1.6278509167237878,1.585352069734078,10.0
TTWO,0.38659995087982935,0.6943109774556376,13.0
ZNGA,0.33963729786692654,0.7977567309043013,10.0
BOXL,0.654949978075066,1.78957734701342,14.0
WIMI,0.4719669163713482,1.8992891511598664,8.0
DISCK,0.46681351188846465,1.1373209817689953,10.0
IGSB,1.9238373218179414,0.038749504611734764,9.0
VIAV,0.6162771668921528,1.0995309149583574,9.0
UMRX,0.8314852746555007,3.6848104243451214,4.0
PAYX,1.3876598883557094,0.8870713665869289,8.0
ENPH,0.4509370640484443,1.7374813721022468,8.0
SFET,3.0916814007027065,3.339180826142548,8.0
BLNK,0.5371767045960568,1.8196263953038612,11.0
CTSH,1.5003685582367798,0.9511415124112176,7.0
AMGN,0.8935024330841168,0.9665291477589447,14.0
PENN,0.5810278744471976,1.6728449696544694,11.0
CVAC,0.7955218676830308,1.6883520046084877,7.0
VCSH,0.6659807855822363,0.030939074993281815,9.0
TRVN,0.6114259336135403,2.2867414691158143,10.0
ADMP,0.822270652437786,2.848052408978228,10.0
TQQQ,0.6229016353753937,2.0961398913794844,10.0
SWKS,0.6144346907222782,0.8573678089422743,10.0
CAR,0.8729838550052977,3.2591502178382292,8.0
TNXP,1.0032720716762835,1.9507521192198185,14.0
ZS,0.412309242358461,1.5534071513569379,8.0
MGI,0.5272123460018983,2.7700573254807397,3.0
HOLX,0.4577796485369032,0.9732138884137636,9.0
IBM,0.3941347785522197,0.6675981040600522,12.0
T,1.1136117572468573,0.9053770279312721,12.0
DAL,0.4018035883506531,1.0687407239940685,8.0
J&J,-inf,0,0
GE,1.458333828681039,1.8669985873086732,8.0
NIO,1.6203138333794809,2.5024672241182957,7.0
JKS,0.7284993136778576,3.3266091103440893,9.0
