,ratio,AvgGain,BattingAvg
MBRX,0.4639244713586223,1.9962493178584773,9.0
SHV,1.2887427599302352,0.0027531372281730526,4.0
SQQQ,0.47723010879319083,2.814493809227062,7.0
RPRX,1.5878054250526112,2.3306831067629252,11.0
MCHI,6.144654633719199,3.3787374523391946,8.0
VISL,1.2104343667700932,3.3520598269009105,13.0
ADI,2.584871170883812,2.1237085833356963,6.0
URBN,1.878317562645371,2.642675818654881,8.0
JAMF,0.5797162068295776,1.8894534143471324,7.0
TGTX,2.3798492639654216,6.359667460882901,10.0
AIKI,1.248679399748238,2.0684104179653495,9.0
AAPL,3.549822166695464,2.8336617756547664,7.0
MLCO,0.4456895362379759,2.159696296221072,6.0
WBA,2.2199812870326165,2.451240856930807,5.0
SRNE,2.179929752237336,6.904249682685318,7.0
NWSA,0.31990854492830745,0.5723868655595191,12.0
LBTYK,0.7228989149229825,2.0241638984798636,6.0
GPOR,0.5496549944636985,3.2250112328706964,8.0
IRWD,1.020982728129468,2.701719443409562,8.0
YRCW,1.6918488596037817,4.138822208464225,11.0
APA,0.42809914032224017,2.001515604525587,12.0
MYOS,0.8679927413420035,2.7436283800512773,8.0
VOD,0.5844720778179452,0.9858497258270887,9.0
NBEV,1.6002455956763104,3.5617470726755736,8.0
UPWK,1.9077765975549024,3.1265818583445792,7.0
NERV,0.7071208421658448,1.7008874877547766,15.0
CZR,0.5424750678806584,1.2602327295545779,10.0
WEN,2.333332010519506,1.855508188293561,7.0
MGNI,1.82477202931532,5.200736613225033,10.0
CRWD,0.7534276219409635,1.6607214913087014,10.0
DLTR,3.5401986548540307,2.055799237353164,8.0
MSFT,3.7139358325996796,2.6736071952114067,9.0
FISV,0.6927160991389028,1.4311827673111566,7.0
GOCO,1.2821249025686463,4.077750902519939,9.0
IAC,1.6425588033319276,2.1829359884325497,8.0
PFF,0.9263445768535068,0.4581182601882394,6.0
XSPA,1.6570300994940144,4.378888483231482,15.0
SAVA,3.0039360521444465,9.690324971772116,7.0
KHC,0.8054624469008055,1.665053260205455,7.0
BYFC,1.4337115769712545,3.1792006213698607,12.0
AMAT,1.4822809371820764,2.7828218923870374,8.0
BNTX,4.752534627923427,16.150459302286002,9.0
INTC,0.9310534562581054,2.4606677752383144,8.0
HTHT,0.5632704478516717,2.1573084847502426,4.0
VLY,1.869556203772811,2.2783806652331475,9.0
NAVI,1.0316429703232795,2.8685011691919087,9.0
JD,1.6762693542956952,2.6979775250185756,6.0
SOLO,0.7849949020015247,1.7221685793252355,13.0
GNMK,1.0522234023595052,4.2988428348026275,10.0
OSTK,0.6182355800094704,1.8212968255031303,12.0
MAT,1.9051025327434752,2.5140573621076534,10.0
ONTX,1.7824384289410464,5.087136397392643,10.0
EMB,3.024985583636024,0.6321398088492802,6.0
EA,1.3199542778558924,1.5725084249869254,9.0
BCRX,0.6517466139829274,1.868940378130579,10.0
SINT,1.6780834225566401,4.504849494928357,12.0
AMTD,1.484701297290469,2.173102370253758,6.0
INSG,0.7187113095962517,1.2712262749336678,15.0
IQ,1.0700261951065484,2.040833803761488,10.0
LPCN,1.1169531256773677,1.4773952067480636,18.0
UONEK,0.8157473862720189,2.985150699165083,12.0
GERN,1.3075953648628533,1.9157698067830518,11.0
PDD,1.9479622668952057,5.298467373234539,6.0
FLEX,1.5903253125320145,4.02774097310273,7.0
BIGC,-inf,0,0
CLSK,2.4230560505370353,8.932435178329658,12.0
ATVI,1.5242170889062097,1.238608401278644,10.0
OGI,1.1721231083754258,2.300396160825894,15.0
NWL,0.6041257655911532,1.2276237433452253,7.0
BBBY,10.19154443563211,11.138921336707318,8.0
SIRI,0.9201263922724001,1.472163759272288,9.0
DKNG,1.0054814020930047,3.644598401848254,8.0
MNKD,0.8182892214749451,1.549997602339231,16.0
MCHP,1.4001345156920972,3.796488098462664,6.0
CNDT,0.7867713290392613,1.6275540880023438,11.0
TXN,3.0920823076747372,3.838322894028693,8.0
KNDI,2.0185373665320596,4.810425361668099,14.0
ADP,3.288935397808907,3.5975950928658738,8.0
CETX,0.890493662467408,2.302062717065936,15.0
MARK,1.0631284085705954,2.617877061580412,14.0
GNPX,0.42836280317766007,1.9873093051534443,9.0
VCIT,0.8229077485331286,0.10731842398634038,9.0
PLUG,3.2312142174925644,14.3178088228689,9.0
CSCO,2.7485991872104054,3.4209107598929034,12.0
UNIT,0.6973981424942878,1.4103338160715222,10.0
CERN,1.465247156765139,1.5130047824931472,11.0
INO,0.48380862131801194,2.382005111671609,10.0
AAL,0.8423584784747529,1.8092382635845072,9.0
ACWI,2.040101232691504,1.5979118013120408,7.0
XERS,0.9232739597274361,2.9867622887845395,14.0
IMMU,4.915182340492769,0.4479878070949365,10.0
MYL,1.3138830305929896,1.8837567707976368,11.0
TIGR,0.659359831083086,1.208466484949235,13.0
CIDM,0.3931941602276841,1.567297755068975,6.0
VXUS,1.0577118331122193,1.2398984574981853,9.0
NKLA,1.0591025499897597,8.178810874637362,12.0
PDBC,0.4797443355757815,0.24923677310253264,11.0
SPWR,3.1259199782698786,10.629633770577694,8.0
OPK,1.4899365567755773,4.80197478258289,10.0
JBLU,1.1092971108815413,2.439637181634602,11.0
PEIX,0.9884124064389431,8.038140765713912,7.0
SONO,3.1231756291845487,4.967113848453746,8.0
HCACW,-inf,0,0
CRON,2.2166488482915145,3.6686421416987227,11.0
EXPE,0.7112548918966387,2.197503489292057,5.0
CAN,1.3429670579771562,1.7569725167696373,9.0
TELL,0.8063359465335983,2.4554849804299472,11.0
CJJD,0.9676031793453723,1.9283943829344978,9.0
BLU,0.6855617818911329,1.0258352581603984,12.0
TTWO,1.5359858103946626,1.7937185367983766,13.0
ZNGA,1.2642123259351683,1.3267259655707646,6.0
BOXL,0.6689760244786866,2.9908325443324,11.0
WIMI,1.8245423791440338,3.3808483736556867,9.0
DISCK,0.6658068987782638,1.6756958480276696,8.0
IGSB,0.628999118767206,0.02281244495010788,6.0
VIAV,1.6490411542296288,1.5620412274346824,10.0
UMRX,0.5499805833219537,3.5163083772020243,5.0
PAYX,2.235946606510869,1.78336671800835,12.0
ENPH,1.4523646219734014,12.018017445813998,5.0
SFET,0.6209212866844773,1.7487975615921905,13.0
BLNK,4.36831871565817,9.325642087712001,7.0
CTSH,2.094455934345954,2.078615498171805,10.0
AMGN,0.553279603001545,0.8371807079332549,10.0
PENN,0.8551781977023423,1.9956391088854941,12.0
CVAC,-inf,0,0
VCSH,0.7108775806823225,0.0215041481302418,12.0
TRVN,2.0435364145476957,3.880867224795509,11.0
ADMP,1.4864487222032434,3.115874579668293,11.0
TQQQ,1.878330169488741,9.19169137841841,7.0
SWKS,2.1821000237814068,3.2285171513376842,11.0
CAR,7.541859013367552,18.949278471370924,9.0
TNXP,0.5914307030412403,2.5729428873700444,8.0
ZS,0.7494934678341573,1.6543389007157103,4.0
MGI,1.6082441684072009,4.4777581601001835,8.0
HOLX,4.190738446187746,2.127636251842085,6.0
IBM,1.0121900103632342,1.7807867081379232,6.0
T,0.6269485584790359,0.7563994453617059,10.0
DAL,0.45310479266933684,1.4860713583577625,8.0
J&J,-inf,0,0
GE,1.540896200493402,2.28154696696569,8.0
NIO,2.278790916105224,5.931548111318052,7.0
JKS,4.2926833157660385,19.369091040567106,3.0
